Node,Betweenness,BridgingCoefficient,BridgingCentrality
744,0.0001377623,0.5062500000,0.0000697422
780,0.0007249006,0.2663720539,0.0001930933
922,0.0001698082,0.1568096532,0.0000266276
952,0.0001868717,0.1529300071,0.0000285783
571,0.0010634608,0.1351896368,0.0001437689
594,0.0002256342,0.2325432900,0.0000524697
552,0.0004150550,0.2602777778,0.0001080296
697,0.0012706868,0.3315277492,0.0004212679
752,0.0004823192,0.2063713025,0.0000995368
754,0.0019503434,0.2726430976,0.0005317477
658,0.0004503551,0.1393518519,0.0000627578
764,0.0007949460,0.2176322751,0.0001730059
771,0.0001817483,0.1465841703,0.0000266414
802,0.0008288248,0.2549965659,0.0002113475
862,0.0003438314,0.1547912249,0.0000532221
902,0.0004649894,0.3850444125,0.0001790416
702,0.0006720782,0.1037948163,0.0000697582
717,0.0012213884,0.2399578771,0.0002930818
722,0.0029075473,0.1861375661,0.0005412038
760,0.0004486531,0.1342605623,0.0000602364
776,0.0002665785,0.4176205739,0.0001113287
839,0.0002979941,0.2523042385,0.0000751852
892,0.0002726190,0.1735375735,0.0000473096
478,0.0004335404,0.1654761905,0.0000717406
606,0.0009171612,0.3013802622,0.0002764143
698,0.0005952869,0.3726783137,0.0002218505
625,0.0001657082,0.1928571429,0.0000319580
730,0.0022757287,0.1620818071,0.0003688542
659,0.0003783647,0.2266313933,0.0000857493
733,0.0005882201,0.2405235288,0.0001414808
762,0.0004657427,0.1628053999,0.0000758254
655,0.0001766275,0.3435185185,0.0000606748
546,0.0007309506,0.2751887002,0.0002011493
675,0.0006811511,0.2476357967,0.0001686774
732,0.0010069908,0.2187933626,0.0002203229
738,0.0008089127,0.2290597086,0.0001852893
800,0.0007554155,0.2712014496,0.0002048698
782,0.0006610194,0.2021554834,0.0001336287
785,0.0019425666,0.2392631674,0.0004647846
790,0.0003797864,0.1697877415,0.0000644831
545,0.0009277923,0.3553339518,0.0003296761
646,0.0023525463,0.2060733384,0.0004847971
693,0.0014131766,0.2913548753,0.0004117359
549,0.0004544771,0.1285714286,0.0000584328
634,0.0006218565,0.3752594628,0.0002333576
706,0.0014436346,0.2600579976,0.0003754287
663,0.0004515849,0.2671075838,0.0001206217
757,0.0006846649,0.1587939838,0.0001087207
670,0.0015092121,0.2112031673,0.0003187504
699,0.0006585406,0.1791833422,0.0001179995
712,0.0014482998,0.1819008198,0.0002634469
794,0.0003839600,0.2324739363,0.0000892607
808,0.0007706152,0.1808952782,0.0001394006
815,0.0014786236,0.0722562508,0.0001068398
807,0.0014151985,0.2649867725,0.0003750089
852,0.0005715284,0.1918041291,0.0001096215
597,0.0015338078,0.2372174122,0.0003638459
692,0.0012084256,0.1773226773,0.0002142813
647,0.0012897868,0.3146541950,0.0004058368
585,0.0003766237,0.2168367347,0.0000816658
686,0.0010355506,0.2506358679,0.0002595461
721,0.0007443340,0.2429586363,0.0001808424
719,0.0006852706,0.2322485521,0.0001591531
726,0.0011732245,0.2314502297,0.0002715431
596,0.0006274060,0.0927352422,0.0000581826
650,0.0002669818,0.1991496599,0.0000531693
651,0.0010625009,0.2735831876,0.0002906824
618,0.0008414080,0.2145202020,0.0001804990
586,0.0005999907,0.2942147034,0.0001765261
791,0.0004343222,0.1833392485,0.0000796283
641,0.0006429147,0.2926445578,0.0001881455
734,0.0018964210,0.1902983921,0.0003608859
743,0.0015660011,0.0967840166,0.0001515639
756,0.0017447330,0.1692684771,0.0002953283
765,0.0008313295,0.1707300275,0.0001419329
612,0.0007332585,0.3157242063,0.0002315075
731,0.0011473249,0.3361829483,0.0003857111
768,0.0003946968,0.1988095238,0.0000784695
789,0.0004717694,0.1542568543,0.0000727737
533,0.0006808823,0.1405723906,0.0000957133
662,0.0012330898,0.1338573464,0.0001650581
688,0.0011037168,0.3388007055,0.0003739400
607,0.0002868754,0.2193481732,0.0000629256
751,0.0002106000,0.1985634024,0.0000418175
786,0.0013709406,0.1328323017,0.0001821052
643,0.0005817407,0.1504844362,0.0000875429
676,0.0006854816,0.2902869353,0.0001989864
689,0.0005676573,0.1682579766,0.0000955129
695,0.0008468439,0.2121315193,0.0001796423
713,0.0002740308,0.1748818175,0.0000479230
810,0.0012612770,0.1691123691,0.0002132975
716,0.0010226527,0.2131162241,0.0002179439
806,0.0013666826,0.2485119048,0.0003396369
508,0.0002120041,0.3333333333,0.0000706680
749,0.0013917844,0.1887426921,0.0002626891
573,0.0010264185,0.1573412698,0.0001614980
598,0.0003840466,0.3017815518,0.0001158982
600,0.0008533659,0.2975146199,0.0002538888
640,0.0006340071,0.1719742063,0.0001090329
648,0.0006496768,0.2648301194,0.0001720540
681,0.0003762785,0.3810189810,0.0001433693
767,0.0004259688,0.3236703772,0.0001378735
781,0.0003368550,0.2861091900,0.0000963773
613,0.0013895792,0.2660676129,0.0003697220
705,0.0009954928,0.2550711951,0.0002539215
720,0.0000854714,0.2759740260,0.0000235879
742,0.0012467709,0.2822059373,0.0003518462
602,0.0005969247,0.1959788360,0.0001169846
746,0.0014652301,0.2274170274,0.0003332183
489,0.0002457054,0.2182539683,0.0000536262
522,0.0002393121,0.4194444444,0.0001003781
553,0.0006725147,0.1063034188,0.0000714906
677,0.0017003312,0.2186632589,0.0003718000
750,0.0003804790,0.3753968254,0.0001428306
755,0.0012442948,0.2277481509,0.0002833858
759,0.0010098766,0.3271708683,0.0003304022
766,0.0001909378,0.2310066807,0.0000441079
