Node_ID	Betweenness_Centrality
4523	64856.984375
1225	64741.070312
6758	64724.734375
6465	64661.390625
5697	64658.546875
1901	64514.183594
966	64411.265625
7117	64339.386719
53	64286.031250
402	64278.722656
1588	64209.730469
159	64092.625000
8824	64086.707031
645	64081.488281
1370	64050.511719
6582	64004.507812
2011	63862.503906
2469	63851.136719
1820	63763.085938
9413	63717.570312
130	63677.781250
8762	63496.789062
624	63469.343750
406	63411.125000
342	63398.605469
7729	63328.046875
1783	63324.621094
5952	63282.742188
8110	63262.988281
3504	63233.015625
2932	63225.019531
454	63209.417969
7011	63204.226562
10645	63203.882812
11305	63198.507812
1960	63194.128906
129	63176.125000
8445	63136.175781
8355	63121.371094
9150	63036.574219
2500	62989.535156
1684	62987.816406
6811	62965.328125
2420	62863.230469
8140	62848.218750
5622	62844.085938
2175	62710.570312
9346	62706.800781
773	62612.019531
3345	62445.000000
1615	62366.339844
219	62072.042969
516	61941.613281
1944	61881.476562
1502	61879.511719
9572	61824.066406
1937	61810.429688
9744	61487.488281
4700	61081.390625
9324	60958.007812
3151	60805.714844
848	60774.742188
11370	60727.820312
1230	60520.136719
583	60479.488281
354	60441.839844
7734	60353.714844
1470	60352.304688
1780	60222.781250
676	60119.339844
2049	60085.695312
6204	60039.722656
6875	59905.207031
4172	59852.699219
4497	59797.863281
4356	59729.222656
5581	59637.664062
7761	59574.835938
813	59567.718750
7662	59487.925781
6341	59425.699219
394	59388.335938
847	59310.695312
3791	59306.886719
1858	59143.601562
603	59138.171875
6141	59041.222656
4616	59017.464844
3890	58861.175781
5347	58822.589844
3846	58756.324219
9959	58479.648438
6144	58396.949219
5966	58328.515625
2046	58292.605469
8533	58236.207031
1286	58192.566406
10630	58168.875000
6556	58162.199219
3899	58139.921875
5240	58100.386719
6429	58020.042969
10929	58011.914062
11521	57949.886719
5509	57920.824219
2913	57842.199219
1096	57780.437500
2545	57673.628906
690	57609.277344
976	57573.855469
8009	57570.585938
7134	57521.476562
1964	57466.019531
1301	57454.265625
7702	57429.140625
6450	57382.121094
3115	57228.718750
9172	57148.203125
2183	57028.121094
4858	57023.710938
8934	56982.777344
3224	56974.046875
4033	56921.265625
8074	56893.687500
1389	56859.480469
3458	56830.390625
274	56819.003906
5428	56800.351562
11832	56767.476562
43	56698.496094
9706	56694.773438
8683	56672.152344
8369	56613.292969
570	56610.355469
3052	56592.179688
8479	56562.078125
10129	56530.230469
10053	56513.464844
1890	56467.238281
1357	56431.601562
2243	56381.535156
1709	56318.261719
1250	56167.027344
9245	56134.769531
5631	56133.414062
11221	56090.203125
6319	56061.949219
8390	55917.722656
