Node_ID	Betweenness_Centrality
3879	13336.824219
1053	13321.375000
3517	13289.889648
2592	13287.756836
12041	13286.482422
2363	13286.037109
6829	13248.481445
5871	13238.211914
1088	13222.480469
2119	13221.871094
4685	13215.778320
7780	13214.074219
3755	13212.614258
8190	13202.751953
7533	13200.038086
1369	13184.624023
2758	13181.832031
307	13170.130859
6293	13169.402344
7089	13166.274414
3639	13155.919922
5789	13147.581055
7647	13147.313477
7149	13114.703125
8170	13108.831055
12124	13102.067383
2177	13097.718750
4951	13094.854492
766	13063.041016
2380	13058.653320
805	13045.579102
5452	13039.415039
9240	13033.325195
6251	13007.395508
6673	13006.808594
6462	13001.616211
2245	12970.351562
4546	12970.000000
1756	12968.119141
6988	12958.580078
10024	12944.678711
837	12944.101562
3955	12943.316406
3233	12910.933594
2920	12896.969727
417	12896.560547
3549	12894.628906
6490	12867.504883
7041	12838.255859
3207	12828.906250
5188	12814.330078
3415	12811.497070
6760	12796.887695
5555	12787.968750
5711	12787.096680
3627	12772.485352
10453	12748.239258
2374	12742.604492
4799	12729.968750
901	12725.819336
10450	12725.296875
9624	12722.151367
51	12719.596680
3606	12718.344727
3412	12717.438477
5598	12698.850586
6344	12687.833984
11970	12687.604492
675	12684.239258
4055	12679.134766
11414	12677.864258
6868	12677.208984
5362	12670.053711
1992	12669.666992
8986	12666.074219
2144	12662.485352
9310	12661.855469
4126	12654.061523
5316	12652.606445
7004	12652.154297
6122	12648.843750
7381	12606.162109
9550	12602.966797
1703	12595.836914
5457	12585.258789
5653	12575.366211
4370	12572.498047
5191	12572.406250
7399	12567.166992
10185	12564.709961
11403	12558.393555
9494	12545.774414
2835	12542.552734
5105	12539.024414
618	12526.252930
4340	12525.253906
6302	12521.926758
6678	12518.076172
6963	12514.733398
9322	12511.125000
2314	12505.612305
5706	12503.352539
1257	12501.766602
4006	12498.671875
7002	12493.001953
2938	12493.001953
11412	12493.000977
9058	12493.000977
8849	12493.000977
8453	12493.000977
12126	12493.000000
11692	12493.000000
9849	12493.000000
9359	12493.000000
9196	12493.000000
9081	12493.000000
9060	12493.000000
8664	12493.000000
8447	12493.000000
5171	12493.000000
5011	12493.000000
4375	12493.000000
4302	12493.000000
3378	12493.000000
11500	12492.999023
10180	12492.999023
1679	12492.999023
6467	12492.998047
953	12473.650391
1335	12470.830078
5156	12452.004883
9863	12442.785156
6170	12441.302734
443	12422.558594
3593	12416.337891
90	12407.888672
1957	12399.203125
6185	12360.173828
3375	12352.750977
5308	12350.036133
9430	12349.473633
6656	12330.194336
1895	12304.639648
4008	12291.821289
3620	12227.609375
8818	12225.904297
20	12212.602539
2697	12196.234375
137	12193.262695
9714	12174.607422
1751	12174.081055
6680	12152.545898
1799	12136.183594
7538	12080.867188
110	12078.188477
2786	12061.394531
1130	12040.181641
8864	12023.396484
229	11994.477539
6503	11993.299805
1198	11985.014648
9681	11976.037109
981	11963.198242
1090	11911.705078
259	11892.742188
335	11886.011719
797	11882.245117
506	11880.681641
2319	11872.434570
4041	11862.725586
2732	11854.745117
2073	11850.777344
711	11850.493164
10451	11842.101562
3977	11795.925781
2742	11786.993164
1029	11785.829102
5910	11779.332031
3665	11757.956055
5317	11753.888672
48	11746.648438
4204	11736.238281
8496	11735.776367
8311	11728.738281
673	11711.174805
2843	11710.858398
1876	11709.252930
1691	11693.061523
1256	11666.489258
723	11653.272461
7388	11647.098633
2080	11623.356445
3737	11610.993164
6684	11604.762695
2940	11580.570312
3220	11574.817383
2154	11568.405273
4168	11557.875000
5877	11547.252930
5000	11544.231445
7790	11539.257812
3420	11528.533203
1307	11507.293945
6308	11503.291992
8940	11488.457031
7568	11488.015625
1197	11480.010742
4872	11436.744141
6881	11430.261719
983	11419.942383
1775	11399.041992
1764	11384.943359
1463	11377.636719
540	11351.379883
7817	11350.301758
5496	11336.480469
6708	11329.348633
4412	11326.517578
248	11302.833984
6709	11293.349609
6690	11267.406250
761	11265.893555
2193	11265.505859
1416	11262.155273
3859	11257.581055
7343	11249.300781
238	11224.150391
1629	11220.686523
2140	11160.961914
6880	11155.610352
8118	11144.254883
6659	11142.083008
1704	11136.082031
5375	11133.016602
104	11130.000977
5158	11129.758789
1816	11119.296875
2671	11114.566406
301	11087.587891
4981	11083.673828
542	11065.828125
3240	11049.578125
4716	11040.148438
4753	11027.379883
5934	11009.533203
1958	11008.628906
3628	11000.468750
11007	10995.552734
545	10980.403320
2807	10977.224609
2138	10958.708008
3552	10946.581055
3287	10929.852539
9488	10901.895508
4712	10853.477539
2340	10847.061523
4774	10836.517578
2304	10829.713867
1926	10806.412109
1047	10793.798828
6437	10775.862305
236	10756.157227
2128	10752.256836
4998	10744.563477
4105	10742.790039
9506	10738.480469
6793	10730.480469
1233	10673.164062
241	10671.308594
6908	10651.892578
1429	10634.246094
10836	10605.129883
3283	10580.866211
1442	10540.625977
2651	10534.375977
3245	10527.280273
5400	10526.593750
9412	10521.644531
760	10501.416992
2842	10462.180664
1387	10461.262695
11635	10460.280273
11634	10460.280273
5249	10454.510742
602	10453.179688
553	10453.151367
2115	10418.246094
715	10400.342773
4475	10393.291992
4193	10391.411133
3622	10356.708008
5312	10356.483398
1314	10346.212891
3660	10340.736328
888	10309.708984
235	10295.488281
6303	10294.320312
1896	10290.941406
2588	10276.813477
10165	10256.774414
8495	10238.616211
3626	10172.398438
7346	10114.443359
2605	10064.970703
4513	10042.622070
8385	10033.213867
4779	10027.481445
2578	9986.115234
4085	9971.501953
611	9924.888672
6403	9922.571289
1091	9861.247070
680	9858.097656
105	9843.569336
4633	9842.985352
2463	9825.116211
5587	9823.133789
5028	9818.582031
7447	9818.050781
1931	9787.880859
3624	9784.098633
6691	9767.642578
382	9759.000977
10303	9747.197266
4485	9734.927734
3198	9717.308594
2385	9712.151367
2008	9702.485352
2109	9686.397461
8764	9668.723633
10511	9666.263672
5795	9657.304688
1348	9654.231445
806	9650.722656
4840	9642.127930
339	9591.755859
4292	9586.989258
93	9570.297852
3243	9568.421875
390	9561.141602
7503	9520.150391
3991	9476.708984
7114	9472.651367
1070	9441.357422
6460	9426.962891
5244	9423.952148
9699	9401.865234
4457	9386.889648
4751	9353.736328
2151	9347.166016
8775	9321.737305
1190	9282.709961
2351	9277.886719
5833	9269.448242
6489	9239.761719
3999	9203.522461
6260	9172.319336
440	9163.866211
2695	9148.824219
7081	9137.216797
7757	9129.602539
2023	9121.970703
3358	9114.949219
213	9112.383789
2711	9088.248047
6336	9070.137695
4814	9058.708984
3464	9058.126953
5736	9057.596680
8846	9039.547852
6340	8997.471680
1494	8992.730469
910	8980.019531
9373	8966.374023
1985	8962.974609
407	8935.561523
5334	8891.208984
3678	8890.845703
5419	8875.887695
8008	8874.735352
4031	8864.431641
4010	8864.168945
1125	8856.016602
3655	8843.865234
616	8843.423828
643	8819.114258
3856	8807.695312
10843	8801.690430
8255	8792.007812
2924	8787.779297
1200	8786.770508
2145	8786.177734
561	8769.309570
3075	8748.324219
10402	8728.247070
2493	8725.014648
4364	8712.385742
133	8693.759766
8491	8693.641602
1918	8686.273438
9482	8680.739258
437	8668.133789
2369	8652.064453
6419	8603.716797
2365	8598.416992
2490	8592.491211
3369	8578.056641
2764	8573.041992
9901	8548.111328
10986	8546.644531
5042	8544.072266
7373	8540.086914
1194	8527.794922
4531	8527.204102
2738	8484.578125
4765	8482.990234
5715	8482.489258
4362	8481.524414
12419	8474.690430
4388	8470.583008
1794	8456.527344
3580	8451.204102
3702	8444.540039
6073	8434.298828
348	8414.970703
615	8406.091797
725	8393.275391
1425	8387.290039
2201	8385.994141
1351	8371.920898
1864	8360.268555
2287	8329.869141
1663	8293.573242
4405	8290.369141
2066	8277.525391
3796	8274.959961
3650	8265.666016
7416	8259.593750
2274	8244.073242
2774	8242.996094
3182	8236.764648
1843	8230.176758
2971	8225.249023
3672	8208.310547
9738	8197.352539
4809	8196.952148
2483	8195.392578
4045	8184.331055
2502	8154.889160
2964	8151.804199
5705	8138.569824
7386	8106.288086
10771	8092.269531
8780	8089.528320
3567	8077.145996
6788	8064.893555
3350	8057.994629
8792	8039.527832
9187	8028.628906
5969	8020.873535
9485	8018.221680
6331	8017.642578
6790	8016.743652
258	7986.691895
1352	7965.324219
2585	7941.151855
2477	7896.827148
6005	7896.567383
7896	7896.118164
1045	7889.095703
421	7883.539551
8122	7876.727539
6227	7870.149414
2021	7858.817383
316	7848.820312
4562	7843.920410
6531	7840.641113
4061	7835.580566
5981	7821.681152
1386	7799.350098
4659	7763.863281
3860	7754.807617
4686	7753.249023
3568	7741.910156
2598	7732.020020
5280	7728.927246
3337	7722.934570
2198	7719.156250
4016	7701.355957
6136	7700.804199
8157	7685.322266
7682	7664.970703
8006	7660.111816
1038	7629.504395
2297	7608.298828
7526	7605.778809
530	7603.421875
9717	7597.377441
1726	7589.983887
6369	7578.204102
2527	7562.766602
234	7551.557617
9644	7541.875488
744	7533.160156
2663	7511.206055
5677	7496.840820
5954	7438.912109
728	7424.263672
9937	7413.101074
3404	7390.423828
490	7369.483398
1154	7361.214355
832	7357.566406
1513	7341.957031
3297	7323.882812
6446	7320.229980
1448	7309.498047
6342	7288.414551
2485	7282.452148
4313	7269.972168
135	7269.126465
3992	7265.941406
1337	7259.593750
4863	7253.358887
7232	7249.316406
2524	7231.690918
5311	7231.367676
1977	7202.112793
1413	7174.995605
5238	7170.562988
9929	7163.701660
8854	7163.601562
6420	7163.296387
7427	7144.498047
5657	7139.852051
6649	7133.407715
10702	7122.489746
6528	7114.458008
4991	7093.208008
6563	7089.978516
5779	7080.136230
6828	7077.469238
1396	7068.605469
33	7044.798828
3351	7042.157227
106	7037.544922
1596	7011.964355
505	7003.666504
6768	7002.034668
3060	6995.104492
9845	6990.176758
9377	6980.468262
4018	6960.709473
2661	6928.331543
7389	6919.496094
4230	6912.367676
6360	6910.413574
9868	6900.186523
5410	6893.509766
2853	6890.526367
3026	6888.862793
5936	6875.281738
9567	6865.969727
1127	6859.520508
3695	6857.105469
1689	6850.691895
3043	6848.218750
1400	6830.475586
3984	6825.548828
1721	6788.875488
1412	6788.158203
8370	6777.099609
660	6775.089355
425	6768.995117
1755	6763.208008
4463	6754.486328
2478	6753.124023
77	6747.801758
5465	6732.742188
2012	6724.867676
920	6696.657715
11439	6671.642090
2473	6665.861816
2549	6652.059082
12549	6651.743652
3165	6644.978516
1313	6634.591309
11449	6615.646484
4052	6609.123047
5151	6608.909180
4553	6602.212402
2443	6598.515625
315	6598.316895
2034	6592.508789
5759	6590.180664
463	6586.731445
4810	6580.779297
3612	6543.597656
2752	6534.193848
4022	6533.172852
8791	6524.461426
9590	6497.999512
8554	6496.379883
4623	6489.827637
6701	6481.107422
7051	6473.230469
226	6471.259277
1434	6470.428711
7925	6465.949219
3187	6453.986328
3630	6434.608398
2241	6434.073730
2538	6425.872070
1683	6422.482910
1698	6417.784668
1730	6411.481445
3413	6395.782227
1942	6395.478516
5580	6393.094238
410	6382.875488
232	6379.055176
1343	6377.956055
10540	6376.054688
951	6366.047363
1461	6365.983887
41	6357.907715
3724	6351.208984
1330	6335.866211
2484	6331.671875
498	6330.426270
2995	6321.234863
1927	6309.963379
3030	6283.393555
31	6270.350586
2817	6250.114258
5040	6249.436035
9586	6238.857910
2393	6217.891113
8124	6214.001953
1083	6194.352051
8441	6193.234375
1633	6161.552246
5283	6159.792969
3480	6152.538086
7495	6147.920898
3586	6145.806152
8271	6143.677734
6412	6138.703125
803	6132.708008
2755	6129.647949
8326	6122.084473
2352	6108.892578
1384	6107.098633
1591	6098.084961
2293	6091.631348
3382	6090.837891
4046	6086.730469
7840	6074.640625
5620	6057.818359
2517	6051.454590
6956	6038.619141
6064	6038.589355
7236	6011.297363
1398	5985.246094
3109	5978.773926
4136	5965.310547
655	5960.905762
5514	5959.484375
1769	5950.282715
3269	5938.337402
6435	5936.341797
6771	5900.168945
9705	5892.174316
5940	5887.381836
1439	5884.480957
2763	5884.075684
4873	5882.833496
1051	5874.404297
47	5852.166504
5430	5849.592285
622	5841.732422
499	5827.214355
3638	5820.623047
5781	5807.744141
5979	5805.748535
9975	5772.881348
2539	5765.097168
1929	5762.445312
5867	5762.283203
5426	5750.522949
8319	5749.059570
9317	5746.186035
8024	5740.016113
1000	5731.720703
3346	5731.484375
1174	5721.780762
2017	5713.998047
2413	5713.730469
4191	5712.099609
8822	5709.904297
128	5705.618652
3318	5697.625000
1928	5694.420898
7501	5688.892090
1714	5669.203125
7794	5663.737793
7430	5661.254883
588	5628.834473
3163	5622.903320
1406	5607.601562
3597	5605.022949
3162	5591.022949
1911	5575.804199
3513	5558.094727
8430	5550.374023
821	5548.926758
1141	5538.649902
658	5531.831543
5548	5524.659180
1696	5524.044434
6314	5521.844238
1168	5503.963379
5752	5503.763184
860	5496.241211
9531	5493.924316
7379	5491.014648
6135	5486.183105
1008	5469.850586
10672	5459.645020
4393	5452.396484
5211	5448.269531
1955	5445.201172
6473	5441.019531
843	5440.623535
7326	5427.053711
2883	5422.744629
7592	5418.382812
1253	5417.610840
1419	5415.394531
2617	5405.268555
3153	5393.633789
7483	5393.273926
1122	5390.813477
7052	5384.622070
3205	5382.699219
5035	5380.129883
2790	5370.524414
3767	5370.239746
9675	5358.051758
4011	5347.714355
7640	5335.548828
3083	5331.228516
2108	5329.342773
6646	5325.291992
1356	5322.280273
2914	5319.162598
35	5289.837891
4178	5284.744141
10321	5281.326172
1014	5261.009277
10886	5244.055664
555	5234.498535
12024	5219.971191
2178	5216.196777
7716	5213.482422
2824	5205.766602
6794	5204.353516
3080	5194.602051
6713	5192.223633
10073	5175.416992
3368	5175.362305
5468	5167.598145
5115	5167.308105
4192	5159.812012
6928	5152.841797
890	5151.491699
8814	5149.418945
10298	5137.079102
3528	5129.688477
5278	5125.722168
4521	5120.852051
5358	5119.604980
3186	5115.532227
6620	5108.497559
8984	5099.232422
3230	5094.847168
6053	5094.070312
3951	5077.269043
948	5075.057617
7726	5073.523926
7380	5071.237305
10669	5069.998047
738	5057.347168
10279	5053.902344
3221	5053.611816
8109	5048.298340
3048	5047.983398
2975	5039.824219
10758	5035.928223
224	5034.607422
3024	5032.563965
8510	5020.437500
3331	5012.272949
3372	5002.897949
10860	4998.528809
2032	4989.409180
9246	4988.643555
6413	4987.932129
11673	4985.999023
6941	4964.762207
1340	4962.731934
4332	4962.624512
3156	4956.830566
1493	4941.000488
4533	4938.532715
604	4936.723633
2078	4928.141113
6373	4922.553711
2952	4922.156738
9443	4907.693359
6569	4892.809570
190	4891.106445
3875	4882.757324
2146	4878.323242
8309	4876.447266
6999	4867.230469
7385	4854.048828
2861	4845.899414
5398	4830.486328
7578	4820.852051
5072	4817.371582
6817	4793.917480
4002	4781.741211
6826	4778.492188
11429	4762.871582
1318	4755.975098
5374	4753.752930
8287	4752.340820
1094	4748.402832
1418	4743.654297
6953	4740.845215
2955	4712.633301
475	4708.565918
5356	4706.566406
4547	4694.127930
3641	4693.550781
4841	4676.657227
7338	4661.284668
8343	4660.445312
3132	4636.116211
10017	4635.838867
5506	4629.987305
460	4624.116211
5700	4623.075195
10142	4621.177734
5639	4618.002930
2810	4616.520996
4341	4612.449707
3356	4607.643066
1674	4597.862305
10492	4595.815430
7267	4593.431152
1011	4585.145996
6339	4582.567383
32	4580.585449
2215	4561.872559
5449	4560.117188
1824	4559.270508
4359	4544.783203
2576	4542.581543
3564	4538.699707
6464	4535.170410
4174	4529.810547
11	4528.421387
9344	4526.376953
9483	4520.001953
10762	4517.312012
10759	4517.312012
3503	4493.133789
3130	4491.253418
5001	4488.235352
5550	4480.471191
4392	4477.885254
2388	4469.731934
566	4467.804688
6540	4457.742188
1641	4457.252441
2550	4457.005371
8821	4453.756836
3238	4444.519531
6833	4441.695801
5445	4441.355469
6955	4440.133789
6094	4439.586914
3336	4431.788086
176	4429.845703
771	4424.261230
5629	4419.302246
4898	4406.929199
3827	4388.458008
18	4375.389160
19	4373.485352
6348	4371.261230
7378	4370.875488
1613	4367.533203
2387	4361.746582
10332	4361.692383
6354	4353.596191
5325	4351.322754
5590	4342.436523
6345	4332.003906
1556	4326.940918
2465	4324.834473
2440	4322.774414
3035	4319.756348
3123	4311.625000
2419	4308.211914
1517	4295.674805
328	4294.501465
2665	4286.128906
2063	4280.501465
2783	4274.369629
4504	4265.127930
4213	4260.272949
2381	4255.601562
8234	4252.549805
6116	4249.319336
1479	4245.131348
4318	4242.639160
2406	4236.101562
6316	4232.441406
7182	4230.860352
895	4230.416992
2401	4224.694824
5233	4221.262695
2346	4219.771484
1707	4211.806641
1557	4210.814453
5856	4210.679688
4374	4210.309570
1990	4209.867676
2706	4204.105469
7564	4190.802734
5068	4189.769043
5724	4186.496094
1970	4183.497070
1744	4176.997070
2704	4176.981934
392	4172.172852
10509	4170.158691
5226	4164.309082
1884	4155.516602
3022	4150.789062
312	4141.489258
7401	4123.725586
7061	4122.502441
3184	4114.301270
6405	4109.673828
5615	4094.594238
2018	4094.416992
186	4094.368408
4186	4090.997559
5570	4080.532959
2954	4057.983887
3011	4049.949463
1717	4049.695068
538	4046.638672
8778	4044.813721
4271	4036.201904
7191	4028.633545
778	4028.125977
10264	4012.193115
7438	4009.737793
4358	4004.348389
5152	3999.604736
11014	3997.296387
5764	3992.101562
6749	3980.806641
3548	3977.204590
5614	3975.093506
103	3971.396973
8466	3970.559570
9269	3969.155518
1084	3968.209473
8318	3967.197266
6526	3958.992188
5968	3958.206543
2806	3956.811523
6803	3950.496338
1423	3947.078125
3985	3942.216553
6643	3941.881348
3463	3939.137695
1126	3936.559814
1334	3932.606934
972	3932.374756
1018	3931.749268
5721	3926.347900
1582	3925.451904
9287	3915.355713
3983	3914.553223
514	3911.639160
6825	3900.208496
7576	3897.164062
4581	3890.014404
3965	3886.795166
7434	3884.395508
7083	3881.763916
1814	3881.751221
1183	3877.900391
2886	3870.734619
7543	3870.550293
7637	3869.935791
5091	3865.296631
3582	3854.791992
3210	3853.814941
1845	3851.777832
9302	3848.192627
112	3844.551270
6359	3831.008545
396	3828.723877
4536	3828.565186
1366	3825.583740
3277	3800.938477
7686	3798.443115
3898	3797.560791
10800	3794.490479
7466	3791.865479
817	3788.916504
3754	3788.232178
8335	3784.184570
7901	3776.299072
8082	3775.007324
2965	3774.899414
5239	3773.095215
770	3756.874023
3793	3751.330078
4952	3749.975342
7443	3748.778320
1486	3747.521973
3188	3745.635010
12161	3743.373047
8167	3742.660889
3756	3717.598877
2799	3711.311035
4870	3688.950439
5229	3683.750732
4614	3681.445557
6062	3678.141846
8927	3675.290771
5802	3670.029785
4035	3669.000244
4321	3665.567139
2750	3653.474854
2170	3649.497803
12550	3642.272217
8550	3641.658203
1946	3639.095703
6711	3638.616455
9677	3632.416748
1220	3630.739990
6697	3629.836914
5390	3611.830322
1712	3610.664795
8562	3604.046387
4053	3581.722168
3768	3563.059570
2808	3562.821289
2045	3561.236572
7472	3560.692871
4124	3547.690674
3595	3543.129150
10228	3533.348877
6551	3531.571777
5988	3526.102051
6410	3519.503418
4146	3518.270752
2162	3512.333008
323	3501.375244
1826	3499.455566
961	3492.531494
2878	3491.140625
4179	3485.611572
1303	3478.728760
5051	3478.393311
10177	3474.516602
631	3472.948486
1415	3470.815918
295	3470.726807
6783	3469.454102
6052	3461.813721
5138	3458.559082
5095	3449.314453
3667	3441.729004
6792	3440.151855
2173	3435.415527
5591	3434.430420
6481	3431.097412
6206	3420.005859
5904	3415.489502
3907	3411.039307
3275	3410.664795
2283	3410.445801
1806	3407.174072
2186	3396.862305
5829	3395.085205
7452	3387.864014
980	3383.839844
5913	3380.610107
1521	3378.441406
3370	3374.578125
8895	3372.107422
883	3364.084961
8921	3357.879883
2232	3355.034424
6856	3353.936523
1368	3345.191406
4001	3342.347900
5405	3341.010010
4917	3339.531006
113	3336.575928
10171	3335.719238
10820	3333.411377
4664	3331.773193
6841	3329.884033
3340	3329.548828
5589	3321.714355
1101	3309.184082
6650	3289.956787
9582	3282.924805
4935	3272.738525
5245	3268.709229
3140	3266.229492
936	3263.903564
10215	3260.784180
5368	3251.967285
2095	3250.471680
9881	3250.282715
5470	3248.353271
851	3240.225586
4575	3238.647461
2433	3236.263672
9678	3228.101807
8036	3222.418945
5090	3220.885010
10292	3220.337402
1189	3205.569580
3945	3205.204346
1893	3203.459717
3783	3198.680176
1397	3195.661377
1069	3185.148438
5695	3178.365234
383	3170.935547
3930	3169.942627
5568	3169.169678
5927	3155.324463
5566	3153.200439
550	3148.638672
405	3148.272461
10410	3145.417969
2664	3141.585938
8174	3134.350098
3260	3132.209961
4871	3127.177490
150	3119.135498
2866	3117.748291
5159	3115.671631
3251	3115.096436
3069	3111.656494
6707	3105.009033
6576	3103.895264
250	3101.046875
6514	3095.425537
2622	3095.268555
1599	3094.022217
9491	3093.308350
7462	3087.842041
1723	3085.441650
5315	3081.408447
2071	3079.471191
8172	3073.365234
1146	3070.549561
2871	3069.940674
681	3065.147461
5286	3060.575928
3193	3057.920410
4990	3054.094482
6937	3052.693848
7312	3052.255615
5778	3043.972168
1119	3028.896973
7531	3027.084717
6128	3026.769287
2382	3025.338379
992	3024.959473
2020	3021.868652
722	3017.190674
5822	3016.473389
6335	3005.105957
3077	3000.973145
2568	2998.180908
2343	2997.274170
835	2994.957031
3708	2992.177246
1675	2990.355469
5879	2985.239746
710	2985.120850
6668	2983.676025
3590	2981.501953
1715	2975.830566
5710	2952.701660
8251	2942.000000
3002	2937.941162
1924	2931.788818
1173	2924.291748
4238	2921.020752
419	2920.850586
894	2919.692871
2979	2918.188965
9612	2913.053711
3601	2912.516113
8135	2910.073975
4090	2909.728271
10504	2904.860107
10473	2904.860107
5773	2903.095703
7566	2900.747314
1564	2896.503174
3330	2891.452881
4482	2889.080078
1856	2889.028809
2466	2888.163086
7632	2871.426758
86	2868.975098
2619	2867.266113
7537	2863.368408
7007	2847.361084
4648	2847.352783
1835	2837.507812
3044	2827.346680
131	2826.186279
1746	2825.534668
10984	2825.065430
2572	2820.953857
5270	2810.949707
194	2808.666016
4746	2806.385254
4735	2806.385254
2959	2803.225342
2834	2800.535889
5810	2798.382324
10455	2796.883545
1565	2795.181152
3347	2790.923828
7802	2788.687988
1121	2787.559570
6602	2781.184082
1345	2774.144775
6478	2768.737549
5121	2768.257324
3561	2766.860596
3573	2762.571777
2067	2762.049805
5623	2759.508301
10655	2755.765869
1422	2749.344971
2489	2742.731201
7549	2740.362793
9499	2737.943848
8106	2731.138184
4281	2721.592529
601	2716.794434
1925	2716.483887
161	2715.937500
7296	2710.182373
4328	2707.086670
10858	2706.162109
1921	2705.804688
4687	2700.130859
3643	2697.410156
4154	2696.080811
1159	2694.552490
3183	2694.387451
5328	2690.495850
4407	2689.208008
3501	2689.169678
2025	2686.405518
292	2686.312500
7105	2681.039795
2370	2663.913818
65	2654.874268
148	2651.559326
6332	2641.804199
2858	2640.199951
560	2637.285889
6326	2635.973389
7530	2635.650391
9314	2633.948730
5993	2631.107666
4656	2630.845703
2906	2622.970215
7736	2621.371826
431	2619.792725
8160	2616.045898
27	2608.572021
5046	2608.472900
3093	2606.396240
7988	2605.266602
1695	2604.452393
7710	2598.733154
7286	2595.739990
1590	2595.028809
6220	2592.379395
4653	2590.452148
3674	2587.367676
3374	2576.958252
2329	2576.333984
6876	2575.437500
10258	2569.340576
3157	2569.068359
2037	2568.453369
2832	2566.257568
2091	2565.387939
3664	2564.857178
4232	2561.305420
2542	2544.892578
946	2544.602783
8785	2534.154053
1566	2527.370117
3391	2526.230713
196	2519.478271
1411	2517.934326
5067	2512.044922
3201	2511.675537
2107	2508.477295
2909	2507.140869
6712	2504.380371
4372	2501.125488
846	2500.477539
7800	2494.555176
2691	2486.132080
3496	2485.388184
2735	2485.302979
2117	2482.995361
4163	2481.454102
3159	2480.395752
10006	2477.527832
6838	2470.373047
7258	2462.304199
160	2461.747559
6987	2458.952393
1930	2458.033203
10283	2452.743896
7774	2451.784180
11382	2448.164062
577	2447.519043
1638	2446.120850
6796	2444.391357
8724	2441.984131
6972	2440.969238
9020	2437.358887
5173	2434.183594
10209	2433.179443
426	2426.416016
82	2421.955811
3989	2419.880371
2069	2415.726074
1089	2406.391357
3855	2401.071533
4249	2400.196777
4590	2394.218018
6499	2393.548096
8276	2385.736816
1581	2382.294922
1365	2375.918701
1363	2375.918701
7113	2372.932129
9552	2370.617676
3959	2367.232666
9701	2366.327637
9750	2366.307373
54	2361.771729
4391	2361.711182
7545	2359.089355
166	2358.974121
746	2354.832275
9657	2350.381348
8832	2347.890137
3758	2337.326660
1670	2336.927734
5237	2333.126709
5190	2332.304199
1986	2329.035400
3371	2319.341797
4635	2319.049805
496	2317.505127
5984	2314.520264
2707	2308.692139
10532	2307.895996
3352	2307.503418
7473	2297.384033
5073	2291.289062
3926	2290.417480
3206	2279.986816
5075	2278.661621
8655	2274.711182
2639	2271.252930
741	2268.102051
2996	2267.927490
39	2267.404785
7805	2263.882568
6647	2261.632568
5326	2257.234619
642	2255.424805
9168	2255.402344
7711	2252.468262
7705	2252.468262
3966	2240.602295
3192	2233.236816
3204	2231.524902
215	2221.926514
3936	2213.992920
4835	2211.979980
4775	2210.460449
8465	2208.634766
1207	2207.022705
3537	2204.750244
10216	2203.099365
6995	2201.657715
5798	2191.288818
11076	2191.286865
2657	2189.247314
10320	2188.784668
1656	2186.518555
2158	2185.122559
1455	2184.486816
3322	2184.196289
4013	2180.410400
1883	2177.298584
1049	2171.395264
6346	2168.814453
293	2167.236328
7520	2157.827637
8397	2156.299561
7280	2155.436523
7402	2154.468506
1530	2153.226074
7060	2150.078857
815	2149.489746
4381	2141.007568
4064	2140.901123
438	2134.301758
2153	2130.172607
7424	2130.150879
6836	2128.356445
2662	2123.575195
1534	2119.212158
5079	2114.390381
2934	2113.291260
2687	2111.339111
2488	2109.687988
6893	2099.309082
1208	2095.546875
493	2094.447266
2520	2092.472900
3211	2091.370850
4652	2084.651855
5585	2082.444824
3919	2079.629395
4909	2075.601074
3025	2072.046875
12318	2069.266846
1283	2068.959961
7301	2058.059570
3189	2047.273071
5648	2043.850220
942	2040.727295
1251	2036.773560
3920	2035.297729
9556	2032.747803
9786	2032.717896
8156	2031.753418
3409	2022.472290
6497	2021.152466
6275	2016.524048
2672	2013.235229
212	2011.979614
3059	2009.256958
3566	2008.664062
3651	2007.378662
3744	2001.230835
2035	2000.594971
2712	1997.205811
6169	1993.701904
9011	1991.548218
1870	1990.631958
3740	1987.598633
7276	1983.789429
5092	1979.847778
7561	1975.242310
9758	1974.641968
7336	1971.847046
875	1956.120483
779	1953.618408
5451	1946.758057
1138	1940.512817
3939	1937.578735
4054	1934.596802
3444	1934.419800
4043	1918.942383
12547	1918.608643
1258	1917.864136
6163	1913.962891
1917	1908.933594
3411	1906.037109
6133	1905.891968
2424	1905.815308
1693	1896.001709
2793	1895.743164
5961	1893.610229
2797	1890.146606
291	1888.302246
5174	1885.020996
5577	1883.540283
5980	1881.985840
6717	1880.038940
3491	1875.651367
2441	1874.018677
3958	1870.867676
4961	1868.415283
7290	1866.541992
9923	1863.484131
4245	1856.725342
3360	1844.856201
5354	1835.836426
2680	1820.259155
970	1818.987549
5511	1818.967407
1875	1814.841797
2642	1807.195312
3041	1807.074097
4688	1805.574951
1210	1801.764771
4307	1800.974731
1228	1798.159912
55	1795.204834
9739	1783.338013
8333	1782.121826
2814	1779.561035
2203	1777.276978
2216	1775.995239
44	1774.256348
4075	1773.399170
2635	1765.740845
3804	1762.152832
2092	1756.497681
2161	1756.396240
109	1755.193115
2989	1754.671265
8178	1751.032715
4640	1749.757568
4276	1749.156250
5626	1747.273560
4689	1746.128296
5247	1743.666870
4695	1742.129883
1331	1740.857910
7203	1737.309814
12085	1735.463623
6534	1733.502319
1837	1730.355591
3324	1729.030029
3694	1727.479370
