Node_ID	Betweenness_Centrality	Rank
8384	9010.487305	2848
1895	9003.333984	2849
1987	9001.990234	2850
10421	8989.595703	2851
9470	8969.379883	2852
5594	8953.897461	2853
4412	8950.271484	2854
8234	8924.260742	2855
5893	8900.194336	2856
1443	8894.093750	2857
2262	8890.387695	2858
1090	8865.450195	2859
3316	8861.311523	2860
1896	8858.085938	2861
2446	8850.582031	2862
2835	8836.650391	2863
7259	8833.814453	2864
7842	8829.908203	2865
1436	8820.015625	2866
5578	8813.425781	2867
7505	8813.292969	2868
6298	8783.562500	2869
1559	8779.051758	2870
10993	8765.729492	2871
3568	8764.802734	2872
6804	8750.390625	2873
3240	8738.942383	2874
4081	8738.485352	2875
3439	8728.778320	2876
315	8703.432617	2877
7008	8682.032227	2878
5249	8674.435547	2879
339	8662.931641	2880
1633	8647.896484	2881
996	8644.331055	2882
10205	8642.311523	2883
1970	8638.956055	2884
5067	8636.138672	2885
2109	8632.660156	2886
3196	8632.278320	2887
3672	8624.742188	2888
9057	8609.756836	2889
5282	8581.617188	2890
3567	8576.746094	2891
7439	8568.415039	2892
4950	8558.374023	2893
238	8555.237305	2894
498	8538.755859	2895
2579	8525.231445	2896
2726	8519.979492	2897
2043	8517.662109	2898
3560	8512.988281	2899
3991	8512.609375	2900
2807	8509.864258	2901
3212	8501.901367	2902
1646	8493.990234	2903
8740	8488.815430	2904
7223	8467.386719	2905
2318	8449.241211	2906
11410	8445.838867	2907
2588	8442.304688	2908
4787	8442.112305	2909
2422	8439.245117	2910
6094	8438.793945	2911
2853	8436.796875	2912
8748	8430.184570	2913
9563	8429.732422	2914
3495	8417.395508	2915
6125	8416.457031	2916
6411	8415.885742	2917
7533	8408.198242	2918
4492	8402.098633	2919
9617	8397.952148	2920
4994	8397.364258	2921
257	8376.332031	2922
9242	8360.223633	2923
4516	8356.333008	2924
254	8346.325195	2925
4029	8343.593750	2926
10511	8330.892578	2927
7411	8311.114258	2928
2277	8310.828125	2929
2492	8273.533203	2930
3287	8273.488281	2931
9510	8271.445312	2932
1838	8266.420898	2933
3302	8257.500977	2934
4981	8257.281250	2935
3153	8250.374023	2936
3702	8244.154297	2937
5565	8239.576172	2938
2473	8235.251953	2939
5417	8232.696289	2940
1842	8231.742188	2941
2351	8228.574219	2942
1089	8221.343750	2943
6172	8212.881836	2944
1918	8189.429688	2945
6350	8184.596680	2946
9858	8123.205566	2947
4313	8120.202148	2948
825	8112.166504	2949
7234	8099.405762	2950
7189	8095.402344	2951
8311	8064.473145	2952
9504	8053.342285	2953
2598	8051.596191	2954
213	8046.681152	2955
4078	8042.106445	2956
852	8030.308105	2957
2330	8022.240234	2958
1431	7999.291016	2959
602	7981.857422	2960
965	7975.010742	2961
2102	7958.818848	2962
1434	7951.067383	2963
191	7943.534180	2964
5151	7912.078125	2965
766	7910.241699	2966
6700	7903.296387	2967
1927	7902.453613	2968
580	7897.838867	2969
8440	7891.537598	2970
3931	7883.372070	2971
4893	7882.718262	2972
6353	7878.804688	2973
2009	7874.097168	2974
4192	7853.687012	2975
2289	7851.174805	2976
81	7846.327148	2977
4186	7844.480469	2978
10165	7833.293945	2979
234	7825.654297	2980
1746	7824.282227	2981
4230	7820.652832	2982
3447	7792.771484	2983
425	7792.466309	2984
806	7764.262695	2985
92	7757.424316	2986
462	7752.606445	2987
3588	7743.064453	2988
4840	7724.093262	2989
3201	7723.191895	2990
728	7718.215332	2991
1259	7716.898438	2992
622	7713.345703	2993
805	7704.442871	2994
2245	7700.299316	2995
437	7673.555664	2996
3076	7657.358398	2997
2078	7651.551758	2998
3435	7646.081543	2999
11870	7645.927734	3000
5521	7637.771973	3001
10290	7632.439941	3002
9819	7629.765137	3003
761	7612.749023	3004
9718	7612.051270	3005
9555	7612.043945	3006
9303	7610.147461	3007
4934	7609.985840	3008
9344	7598.751953	3009
2894	7598.120117	3010
2285	7576.114746	3011
506	7555.558594	3012
8287	7547.347168	3013
1197	7539.463867	3014
3368	7527.215332	3015
1911	7516.569336	3016
2900	7499.339355	3017
6551	7487.123047	3018
2695	7472.906250	3019
5419	7465.138184	3020
4200	7455.822266	3021
4633	7455.394043	3022
1958	7450.940918	3023
3198	7437.528320	3024
983	7430.284668	3025
3593	7424.113281	3026
9531	7417.015137	3027
1347	7412.555664	3028
4136	7403.233398	3029
6022	7397.928223	3030
10410	7396.670898	3031
3319	7394.050781	3032
6305	7393.823242	3033
707	7390.615723	3034
910	7380.176270	3035
12124	7375.945312	3036
5312	7374.571777	3037
4449	7368.997070	3038
5028	7362.901855	3039
5651	7361.041992	3040
4374	7360.903320	3041
5402	7347.289062	3042
4475	7346.496582	3043
8838	7340.725098	3044
3023	7332.349609	3045
6833	7330.446777	3046
7386	7289.209961	3047
1200	7281.144531	3048
11642	7278.616699	3049
837	7266.273438	3050
12025	7256.884766	3051
7382	7256.808594	3052
8645	7233.182617	3053
8991	7232.267578	3054
6405	7232.007324	3055
11436	7230.895996	3056
7295	7225.610352	3057
9491	7216.880371	3058
2146	7215.063477	3059
2862	7208.390137	3060
1876	7199.427246	3061
10292	7195.107422	3062
10276	7166.458496	3063
953	7164.966309	3064
3825	7161.197266	3065
9671	7152.868164	3066
10328	7149.416504	3067
6227	7139.707520	3068
6563	7135.764160	3069
335	7119.925781	3070
6156	7104.923828	3071
2140	7100.460938	3072
2363	7097.777832	3073
1891	7094.020996	3074
4999	7077.872559	3075
1576	7077.608887	3076
6899	7071.596191	3077
8638	7055.348145	3078
1758	7053.328125	3079
4008	7041.114746	3080
9148	7016.340332	3081
9240	7007.173828	3082
6708	7005.540039	3083
51	7004.651855	3084
417	7002.418457	3085
5653	6992.848145	3086
3243	6983.167480	3087
5337	6980.575195	3088
6490	6972.259766	3089
4105	6957.711914	3090
6988	6947.900879	3091
4856	6942.541992	3092
744	6939.663086	3093
11414	6935.666504	3094
1721	6934.387207	3095
1428	6930.715820	3096
2128	6929.651855	3097
1083	6926.687988	3098
8326	6920.280762	3099
797	6913.495605	3100
4113	6910.634766	3101
3375	6910.169922	3102
4005	6899.338867	3103
4617	6883.666504	3104
8607	6867.508301	3105
3184	6851.891602	3106
993	6845.812988	3107
8495	6829.690430	3108
3372	6823.905762	3109
5115	6823.790039	3110
7898	6820.306641	3111
3620	6819.365234	3112
9655	6815.695312	3113
11711	6814.663574	3114
103	6812.430176	3115
8758	6811.249512	3116
2402	6808.770996	3117
723	6793.047852	3118
1387	6785.938477	3119
3517	6780.337402	3120
6829	6769.355957	3121
3549	6739.827148	3122
6060	6719.956055	3123
3851	6712.760254	3124
689	6707.099121	3125
5913	6707.041504	3126
1629	6701.593262	3127
1352	6688.241699	3128
1004	6687.645996	3129
3755	6682.743652	3130
6185	6678.240723	3131
1307	6674.289551	3132
991	6671.472656	3133
2763	6652.611328	3134
2023	6638.703613	3135
11423	6633.863770	3136
4364	6623.788086	3137
1463	6619.736816	3138
6296	6615.072754	3139
2737	6610.905762	3140
1369	6609.077148	3141
12041	6608.773438	3142
611	6608.353027	3143
10373	6608.030762	3144
8170	6598.029785	3145
5158	6596.243164	3146
6768	6594.922363	3147
5871	6584.877930	3148
4951	6582.737305	3149
2732	6574.027344	3150
6340	6572.998535	3151
18	6567.910645	3152
5325	6565.001465	3153
307	6561.474609	3154
5789	6553.291992	3155
301	6546.391602	3156
9494	6543.242188	3157
3415	6542.787598	3158
9863	6540.376465	3159
10451	6525.226074	3160
3207	6522.526367	3161
6293	6521.722168	3162
6005	6520.649414	3163
2154	6520.076172	3164
3627	6513.854004	3165
9412	6513.002441	3166
4126	6500.110352	3167
3955	6499.876465	3168
6462	6497.421875	3169
6760	6473.847168	3170
5334	6471.555664	3171
6673	6468.608887	3172
7149	6464.221680	3173
4774	6459.884766	3174
7271	6451.880371	3175
6713	6441.930176	3176
9310	6441.111816	3177
5156	6431.939941	3178
2920	6421.886230	3179
8986	6415.376465	3180
1764	6415.174805	3181
4799	6411.268066	3182
3233	6397.927246	3183
568	6390.102539	3184
4232	6386.577148	3185
7041	6382.282715	3186
7381	6376.503906	3187
10024	6375.038574	3188
5375	6370.861328	3189
3542	6368.451172	3190
3412	6366.174805	3191
2374	6359.751465	3192
5188	6358.673828	3193
11970	6358.379883	3194
5648	6357.998535	3195
9624	6357.914551	3196
1190	6344.003418	3197
10453	6343.648926	3198
1689	6334.933105	3199
5598	6334.922852	3200
6680	6330.938477	3201
6122	6321.332520	3202
6868	6318.606445	3203
2365	6313.856934	3204
6344	6305.338379	3205
951	6301.994141	3206
2193	6300.628418	3207
7004	6297.908691	3208
4055	6296.560547	3209
4388	6296.546387	3210
618	6293.954102	3211
2319	6293.566406	3212
236	6285.438477	3213
4546	6283.771484	3214
1992	6275.810059	3215
1794	6271.769043	3216
5191	6269.760742	3217
3740	6264.028320	3218
10185	6263.149414	3219
7399	6262.194336	3220
9550	6260.843750	3221
5398	6256.946289	3222
4370	6254.829102	3223
2314	6253.302246	3224
11403	6243.641602	3225
2293	6240.594727	3226
6302	6239.650391	3227
1442	6237.571777	3228
5105	6236.564941	3229
6963	6232.647949	3230
9322	6228.323730	3231
4340	6225.831055	3232
4006	6223.785645	3233
11692	6219.929688	3234
11500	6219.929688	3235
11412	6219.929688	3236
10180	6219.929688	3237
9849	6219.929688	3238
9359	6219.929688	3239
9196	6219.929688	3240
9081	6219.929688	3241
9060	6219.929688	3242
9058	6219.929688	3243
8849	6219.929688	3244
8664	6219.929688	3245
8453	6219.929688	3246
8447	6219.929688	3247
6467	6219.929688	3248
5706	6219.929688	3249
5171	6219.929688	3250
4375	6219.929688	3251
4302	6219.929688	3252
3378	6219.929688	3253
2938	6219.929688	3254
1679	6219.929688	3255
7002	6207.338867	3256
5011	6207.338867	3257
1198	6198.518066	3258
5051	6196.313477	3259
1335	6181.721191	3260
8940	6170.602539	3261
7817	6159.861816	3262
2119	6158.655273	3263
7379	6142.097656	3264
6656	6138.176270	3265
10800	6128.259766	3266
832	6113.163574	3267
4281	6112.824219	3268
4873	6109.973145	3269
9317	6102.049805	3270
2443	6099.791016	3271
1125	6093.984863	3272
2241	6078.920410	3273
2008	6074.712402	3274
2878	6053.369629	3275
3639	6042.805176	3276
7388	6028.297363	3277
2578	6023.040039	3278
7568	6011.922852	3279
8496	6009.439453	3280
7774	5998.779297	3281
6880	5986.065430	3282
3793	5975.517578	3283
3737	5969.360840	3284
1313	5945.925781	3285
2517	5941.882324	3286
3660	5939.941406	3287
104	5938.363281	3288
5736	5938.300293	3289
2158	5935.263672	3290
1126	5921.769531	3291
4712	5915.229980	3292
2663	5908.931641	3293
1047	5894.902832	3294
4779	5890.888184	3295
1000	5866.095703	3296
2138	5865.970215	3297
4998	5863.086914	3298
9681	5851.579102	3299
5877	5820.056641	3300
3420	5818.558105	3301
604	5814.903809	3302
2073	5812.159180	3303
9506	5807.160156	3304
48	5792.371582	3305
11007	5786.820801	3306
5969	5785.018555	3307
2524	5775.049805	3308
4457	5765.370117	3309
7790	5764.427246	3310
2201	5762.879395	3311
229	5744.790039	3312
2585	5734.269531	3313
6788	5726.202637	3314
2764	5724.697754	3315
2340	5719.917480	3316
3188	5719.561523	3317
1985	5714.367676	3318
1775	5693.962891	3319
3783	5692.122559	3320
9285	5682.509766	3321
3080	5672.192383	3322
5356	5670.472168	3323
2843	5665.929688	3324
2297	5656.307129	3325
4686	5653.406738	3326
10762	5652.638184	3327
10759	5652.638184	3328
4031	5652.378418	3329
4022	5650.349609	3330
803	5648.869141	3331
6473	5648.725586	3332
6220	5639.322754	3333
4204	5622.132324	3334
3622	5598.833008	3335
6691	5595.380859	3336
553	5593.861328	3337
10939	5579.982910	3338
4547	5573.687988	3339
7236	5568.833008	3340
2483	5562.772949	3341
8157	5559.196289	3342
6749	5555.575195	3343
7346	5552.250977	3344
2952	5522.581055	3345
6403	5519.801270	3346
1942	5507.406738	3347
3999	5499.407715	3348
9839	5494.987793	3349
10886	5494.300781	3350
5426	5483.701172	3351
2346	5473.892090	3352
1233	5456.054199	3353
7503	5454.464355	3354
3411	5450.299316	3355
2108	5444.636719	3356
2605	5411.767090	3357
6908	5408.037598	3358
1334	5396.846191	3359
3024	5396.054199	3360
440	5389.657227	3361
505	5389.632324	3362
4393	5375.160156	3363
6956	5342.595703	3364
10860	5341.934570	3365
5226	5327.280273	3366
3767	5301.815918	3367
2463	5299.377930	3368
2287	5297.273926	3369
7301	5292.233398	3370
1638	5290.955078	3371
2861	5289.093262	3372
8846	5284.707520	3373
106	5277.882324	3374
10303	5273.712402	3375
1744	5273.066895	3376
226	5268.252441	3377
2619	5264.380859	3378
3163	5259.284180	3379
5795	5253.964355	3380
8335	5245.362305	3381
1696	5214.804688	3382
1931	5213.126953	3383
3205	5208.422852	3384
1461	5200.309082	3385
2842	5179.394531	3386
2866	5172.118164	3387
540	5139.770020	3388
3351	5138.183105	3389
10702	5124.789551	3390
2527	5120.555664	3391
660	5119.509277	3392
4536	5118.236816	3393
5639	5117.046875	3394
888	5116.943848	3395
6136	5104.939941	3396
1806	5097.498535	3397
890	5094.653809	3398
2012	5083.511719	3399
9901	5081.142578	3400
6303	5065.806152	3401
1348	5062.723633	3402
2230	5055.302734	3403
835	5051.107910	3404
7447	5047.286621	3405
3109	5042.970215	3406
2711	5041.073730	3407
3638	5039.823730	3408
6460	5030.067871	3409
1303	5025.533691	3410
4485	5022.664551	3411
6652	5021.580078	3412
6419	5013.062012	3413
3369	5002.947754	3414
5390	4998.180664	3415
4085	4993.035156	3416
5833	4980.077637	3417
2490	4977.979980	3418
2381	4974.817383	3419
1726	4971.714844	3420
4046	4966.813477	3421
9333	4951.971191	3422
47	4951.950195	3423
390	4945.189941	3424
9482	4944.485840	3425
4392	4934.089844	3426
11	4927.059082	3427
2538	4924.882324	3428
6796	4923.580566	3429
4045	4916.486328	3430
4362	4911.833984	3431
8441	4905.349121	3432
8764	4897.738770	3433
6478	4890.996094	3434
615	4888.401855	3435
715	4875.522461	3436
1955	4869.815430	3437
2502	4868.414551	3438
3856	4859.634277	3439
1843	4858.932617	3440
1521	4854.803223	3441
2173	4853.376953	3442
93	4838.807617	3443
382	4833.065430	3444
4358	4825.014160	3445
8775	4816.608398	3446
1946	4815.207031	3447
6336	4809.651367	3448
1119	4804.903320	3449
2576	4798.803711	3450
3898	4797.149414	3451
8109	4792.819824	3452
3183	4779.713379	3453
3011	4775.703125	3454
3580	4771.744141	3455
5311	4767.283691	3456
11439	4765.589355	3457
8036	4762.967285	3458
2092	4753.971191	3459
2304	4736.577148	3460
3350	4731.704102	3461
1045	4724.196777	3462
7081	4718.945312	3463
5779	4717.074219	3464
7564	4716.613281	3465
7757	4711.423340	3466
3951	4708.368652	3467
4871	4703.962891	3468
8122	4694.596680	3469
9845	4692.515625	3470
4531	4683.965820	3471
3655	4678.582520	3472
4064	4659.489746	3473
2186	4653.599121	3474
8172	4653.308105	3475
2021	4651.207031	3476
1173	4647.081055	3477
4664	4646.674316	3478
3984	4635.416504	3479
4018	4624.456055	3480
6260	4621.619141	3481
7232	4614.383301	3482
3404	4609.569336	3483
1925	4608.688477	3484
135	4598.054688	3485
4010	4583.493164	3486
6531	4581.157227	3487
1008	4578.239746	3488
9699	4570.983887	3489
4405	4567.667480	3490
463	4552.530762	3491
1591	4541.687988	3492
843	4541.272461	3493
6489	4527.386230	3494
1517	4523.546387	3495
5715	4516.184082	3496
3043	4505.114746	3497
9373	4501.082031	3498
680	4488.113281	3499
2799	4481.912598	3500
2955	4481.217285	3501
1814	4480.820801	3502
3985	4462.868652	3503
10264	4460.846191	3504
8255	4457.434570	3505
1018	4455.800293	3506
5244	4454.218262	3507
2493	4452.330078	3508
3564	4451.083984	3509
5506	4424.939941	3510
6073	4407.515625	3511
10986	4407.206543	3512
817	4405.164062	3513
6838	4404.658691	3514
6331	4400.740234	3515
5798	4397.277344	3516
2809	4396.062012	3517
8006	4390.221191	3518
746	4385.246094	3519
3992	4361.340332	3520
7896	4356.790039	3521
1168	4352.828613	3522
4193	4348.554688	3523
7114	4342.753906	3524
2924	4330.002930	3525
8792	4324.530762	3526
10540	4322.313477	3527
3756	4319.431152	3528
3331	4309.351562	3529
5752	4298.573242	3530
5657	4287.112305	3531
2413	4275.166504	3532
1127	4266.290039	3533
65	4254.313965	3534
6369	4253.585938	3535
2153	4245.389160	3536
6836	4238.186035	3537
883	4231.435059	3538
9110	4225.835938	3539
2871	4224.370605	3540
2484	4221.447266	3541
7373	4217.289062	3542
2145	4207.007324	3543
5042	4201.568359	3544
5981	4196.302734	3545
9881	4184.348145	3546
3337	4177.910645	3547
407	4168.455078	3548
5590	4165.629395	3549
1386	4163.322754	3550
3586	4150.996094	3551
821	4148.983398	3552
1864	4146.378418	3553
3165	4142.418457	3554
1337	4142.135254	3555
771	4141.118164	3556
5589	4129.895508	3557
2886	4124.813477	3558
2738	4124.722656	3559
5802	4122.526855	3560
7495	4121.679688	3561
11673	4119.159668	3562
4765	4114.129395	3563
8780	4086.224609	3564
616	4083.657959	3565
392	4073.738770	3566
12549	4072.588623	3567
5705	4069.082275	3568
5879	4068.456055	3569
6826	4064.364014	3570
460	4063.127441	3571
12419	4049.512451	3572
348	4032.409424	3573
6135	4031.975098	3574
2017	4000.682861	3575
2665	3992.923828	3576
6790	3975.783203	3577
9187	3974.112305	3578
2810	3972.593750	3579
9644	3969.751221	3580
6828	3969.449951	3581
2198	3965.751465	3582
431	3956.898926	3583
6906	3949.737549	3584
5514	3949.616211	3585
6420	3933.125488	3586
1755	3930.438477	3587
3650	3922.580566	3588
1596	3920.503906	3589
779	3904.936279	3590
4562	3904.497559	3591
7182	3892.762451	3592
1154	3892.544678	3593
6410	3892.374268	3594
12161	3889.265625	3595
8024	3885.111816	3596
396	3884.077393	3597
3724	3880.982666	3598
3630	3865.419189	3599
7526	3859.038818	3600
6649	3857.565430	3601
5410	3849.289307	3602
9937	3836.252686	3603
3189	3815.974365	3604
1400	3801.017578	3605
561	3796.665771	3606
8921	3792.638428	3607
1698	3789.041992	3608
426	3781.174805	3609
1174	3780.050537	3610
7267	3779.335938	3611
3140	3758.288574	3612
5138	3741.948975	3613
232	3738.621094	3614
4352	3738.020996	3615
3069	3731.894531	3616
4772	3725.456299	3617
1513	3713.699707	3618
4935	3702.830811	3619
1493	3702.544922	3620
5759	3702.468262	3621
10672	3692.444824	3622
33	3684.726318	3623
41	3684.199463	3624
6528	3684.077881	3625
1884	3682.174316	3626
4659	3681.876221	3627
3297	3673.150635	3628
4809	3671.911865	3629
2433	3670.481689	3630
1330	3652.903564	3631
7444	3651.209717	3632
6354	3649.938477	3633
7427	3647.634521	3634
738	3640.352783	3635
1977	3638.264648	3636
6314	3630.071533	3637
3695	3628.269287	3638
7466	3622.645752	3639
4614	3615.647217	3640
10758	3610.889404	3641
2971	3609.035156	3642
3973	3608.736816	3643
9423	3602.802002	3644
4407	3597.955811	3645
1826	3593.952148	3646
1557	3582.409668	3647
8370	3580.439453	3648
3926	3579.237061	3649
1714	3577.954834	3650
9567	3575.342285	3651
5238	3571.122559	3652
4553	3566.552490	3653
4463	3556.603516	3654
9377	3542.285400	3655
8791	3536.684814	3656
3875	3535.229980	3657
3187	3531.032471	3658
12550	3523.042480	3659
2025	3522.592529	3660
1641	3515.110107	3661
3026	3511.296875	3662
9168	3506.501953	3663
1084	3492.851318	3664
6342	3491.675537	3665
3597	3486.108887	3666
4061	3484.925049	3667
5355	3481.822266	3668
3382	3468.406738	3669
9590	3460.787598	3670
131	3456.858398	3671
8554	3455.593750	3672
7988	3443.982422	3673
316	3441.740479	3674
9929	3438.312744	3675
7389	3433.508301	3676
3083	3421.651611	3677
10984	3410.458496	3678
2790	3406.306641	3679
3123	3399.885986	3680
2964	3388.974609	3681
3156	3383.973877	3682
3035	3379.208740	3683
2704	3378.472412	3684
9868	3369.025635	3685
2485	3359.719727	3686
10006	3358.882568	3687
5211	3358.331787	3688
3491	3353.944092	3689
7640	3353.152832	3690
7326	3332.518799	3691
1883	3329.080322	3692
5358	3326.693848	3693
6620	3314.095459	3694
6794	3312.233398	3695
6576	3308.317627	3696
3269	3296.568115	3697
5979	3294.086182	3698
9884	3291.163574	3699
6412	3288.374756	3700
7280	3284.096436	3701
11449	3281.239502	3702
8319	3281.021484	3703
5629	3279.346191	3704
2393	3275.861816	3705
1613	3270.890869	3706
8778	3267.603027	3707
4990	3264.484131	3708
875	3262.868164	3709
6497	3262.408936	3710
4576	3255.925293	3711
6711	3255.095459	3712
5283	3249.167236	3713
9477	3234.058350	3714
3674	3232.574219	3715
7051	3232.143066	3716
2752	3226.552002	3717
1141	3225.951660	3718
5580	3222.679688	3719
4533	3221.454834	3720
1051	3220.248047	3721
5550	3216.141357	3722
4810	3213.408936	3723
6435	3209.323486	3724
895	3206.652100	3725
3346	3192.108643	3726
2178	3190.609375	3727
8276	3188.271729	3728
3983	3186.017090	3729
31	3182.238281	3730
5940	3177.145752	3731
1712	3169.697266	3732
5968	3166.270752	3733
1384	3154.837891	3734
588	3151.460205	3735
2034	3148.108887	3736
5315	3147.783447	3737
2352	3139.818604	3738
6817	3130.792725	3739
5548	3129.512939	3740
9443	3126.325928	3741
6771	3125.691406	3742
5773	3125.206055	3743
3664	3124.465576	3744
6803	3118.617676	3745
7840	3115.886230	3746
4746	3114.485352	3747
4735	3114.485352	3748
1419	3114.226562	3749
1566	3112.763916	3750
860	3103.364502	3751
2661	3100.837646	3752
3566	3098.377686	3753
3768	3092.338867	3754
1011	3091.627686	3755
8854	3086.522217	3756
4863	3085.984375	3757
7726	3076.598145	3758
8124	3073.036377	3759
3318	3071.822021	3760
8271	3071.770020	3761
10279	3068.715576	3762
5121	3066.751221	3763
2377	3060.745117	3764
7501	3056.815674	3765
5620	3053.939697	3766
499	3037.096924	3767
7578	3036.077148	3768
8895	3033.342285	3769
2664	3033.181885	3770
7462	3032.883545	3771
55	3032.662354	3772
8911	3030.556152	3773
2095	3025.611328	3774
4635	3025.276855	3775
6373	3005.523438	3776
1406	3005.375244	3777
4835	3001.238281	3778
2735	3001.186035	3779
3260	2999.585449	3780
10321	2998.205566	3781
555	2982.025146	3782
6987	2979.098145	3783
2539	2970.472900	3784
9975	2958.809570	3785
8562	2958.269775	3786
9675	2953.477539	3787
10820	2948.432861	3788
2975	2945.411377	3789
4590	2935.161133	3790
2387	2929.402588	3791
3130	2923.337891	3792
7286	2920.070801	3793
7637	2914.527832	3794
9586	2905.011719	3795
7378	2904.963623	3796
6052	2901.228027	3797
4521	2897.600098	3798
2750	2897.246826	3799
2343	2893.948975	3800
1723	2892.743652	3801
3989	2891.626709	3802
3409	2887.475586	3803
3221	2884.642090	3804
1421	2879.664307	3805
5066	2879.149414	3806
3251	2876.975098	3807
5072	2875.331543	3808
1670	2873.547363	3809
10669	2873.461182	3810
5278	2868.060059	3811
1318	2864.630371	3812
8984	2863.547852	3813
7716	2857.039062	3814
1253	2856.255859	3815
2531	2838.007324	3816
1340	2832.181396	3817
424	2830.611084	3818
3513	2828.350342	3819
1049	2826.548096	3820
3022	2823.069336	3821
1990	2822.819336	3822
3886	2821.725098	3823
8174	2816.585693	3824
410	2815.413574	3825
2530	2814.706299	3826
10492	2812.588867	3827
8023	2812.072266	3828
3347	2804.740479	3829
161	2799.385498	3830
7438	2798.705566	3831
1928	2796.708496	3832
538	2792.181885	3833
3356	2791.715088	3834
8290	2790.156982	3835
32	2787.739990	3836
6064	2786.061279	3837
942	2785.458740	3838
7473	2781.931396	3839
4318	2781.206543	3840
6163	2779.682373	3841
5993	2774.497070	3842
6569	2757.293213	3843
2759	2753.042969	3844
2170	2749.805664	3845
9705	2748.349365	3846
493	2744.266113	3847
2406	2740.378174	3848
7794	2739.105957	3849
4178	2737.481689	3850
6499	2731.832520	3851
7191	2731.209717	3852
7338	2720.368408	3853
4482	2719.561279	3854
1183	2719.211670	3855
2617	2710.427002	3856
82	2706.319580	3857
8655	2702.162109	3858
920	2701.375000	3859
7962	2700.469238	3860
8822	2699.362549	3861
7579	2698.423828	3862
3965	2695.432129	3863
4841	2689.117920	3864
3480	2688.783203	3865
3667	2688.142090	3866
2965	2688.086182	3867
2032	2684.477539	3868
6707	2683.297363	3869
1094	2675.924072	3870
3413	2668.867920	3871
1479	2666.025391	3872
2706	2663.916504	3873
4213	2662.596191	3874
5700	2661.813232	3875
5988	2658.541504	3876
3739	2647.178223	3877
7385	2645.018066	3878
8430	2644.463379	3879
1929	2644.437500	3880
5233	2640.976074	3881
1556	2640.726807	3882
2883	2636.704834	3883
5455	2630.475098	3884
770	2622.108887	3885
9483	2600.000488	3886
6646	2593.793701	3887
10142	2592.235107	3888
2753	2589.904297	3889
3463	2585.988281	3890
1423	2576.336182	3891
1418	2575.759277	3892
710	2573.821777	3893
7203	2570.545410	3894
2783	2570.511475	3895
6359	2568.339355	3896
6053	2565.427979	3897
4011	2563.262695	3898
6928	2558.845459	3899
6413	2558.115967	3900
1226	2555.457764	3901
6540	2554.055664	3902
6445	2553.201660	3903
8397	2548.567383	3904
10171	2548.091553	3905
5131	2546.824219	3906
5470	2543.692871	3907
3945	2542.807129	3908
2657	2526.358643	3909
6999	2524.936768	3910
970	2524.175293	3911
1769	2522.040039	3912
9020	2514.625244	3913
4512	2513.161133	3914
1581	2508.222900	3915
5090	2507.717285	3916
1146	2507.536133	3917
2536	2498.718994	3918
3503	2494.761475	3919
6953	2494.184814	3920
10215	2488.050293	3921
12024	2478.758545	3922
819	2470.891113	3923
1455	2467.269531	3924
1824	2463.980469	3925
6169	2460.655029	3926
7402	2458.906982	3927
4372	2455.218750	3928
2691	2454.311279	3929
28	2452.312256	3930
2959	2450.921875	3931
631	2448.249023	3932
2572	2446.836426	3933
2063	2443.576416	3934
5468	2440.548584	3935
2709	2439.508789	3936
3060	2433.330322	3937
7380	2429.944092	3938
2814	2423.813477	3939
5445	2418.132080	3940
2979	2417.400146	3941
6339	2414.144043	3942
383	2410.592773	3943
7434	2410.352051	3944
293	2408.439941	3945
2045	2408.226318	3946
6464	2399.162598	3947
35	2397.872314	3948
312	2388.940186	3949
3537	2386.400146	3950
9269	2385.458496	3951
2459	2382.866699	3952
10017	2378.911133	3953
2808	2367.995850	3954
5726	2367.855225	3955
4002	2364.776367	3956
190	2363.541260	3957
6941	2361.109619	3958
1674	2359.091553	3959
6448	2348.459717	3960
7543	2348.376465	3961
6345	2347.141846	3962
3827	2344.848877	3963
2743	2341.885742	3964
3340	2333.749023	3965
9677	2327.142090	3966
328	2325.148193	3967
4898	2324.418213	3968
6712	2324.115723	3969
6825	2323.466064	3970
1695	2322.665771	3971
722	2322.641113	3972
4504	2322.474609	3973
11470	2320.638428	3974
1564	2310.728516	3975
4174	2309.829834	3976
566	2307.446533	3977
1545	2306.711426	3978
2996	2305.605225	3979
628	2300.126953	3980
3747	2297.844482	3981
1415	2297.181885	3982
295	2278.854248	3983
601	2278.560791	3984
8814	2276.956055	3985
2232	2270.442871	3986
9302	2269.910400	3987
4652	2265.405518	3988
4575	2262.553955	3989
8466	2256.568359	3990
9246	2252.463623	3991
3637	2251.009521	3992
7022	2249.508301	3993
3275	2244.135010	3994
3595	2241.097412	3995
3370	2238.137451	3996
9552	2237.630859	3997
2934	2236.718750	3998
4581	2236.625244	3999
6348	2236.544678	4000
6650	2232.880371	4001
5724	2231.219238	4002
9582	2224.520752	4003
5239	2222.460449	4004
7472	2217.176025	4005
5753	2216.867432	4006
8821	2216.289307	4007
4689	2216.012939	4008
1122	2215.833984	4009
10509	2214.369385	4010
5374	2207.441406	4011
5405	2201.853760	4012
2215	2197.161621	4013
972	2196.162109	4014
4687	2191.193604	4015
4341	2187.695557	4016
8510	2185.232910	4017
1391	2183.427490	4018
4831	2180.986328	4019
7901	2180.804199	4020
4952	2177.184326	4021
3336	2174.724609	4022
4745	2174.594482	4023
