Node,Authority
389,0.0000000000
96,0.0591440636
196,0.1041633943
301,0.0849703254
384,0.0047429340
97,0.0380160163
265,0.0289195048
218,0.0263961340
236,0.0078406682
99,0.0587975417
364,0.0228419141
180,0.0637662927
299,0.0609779856
350,0.0000000000
361,0.0097864307
101,0.0425697415
404,0.0000000000
168,0.0036732315
266,0.0006464313
104,0.0765931564
320,0.0156527059
485,0.0000000000
105,0.0335560028
106,0.0552959366
337,0.0242177491
107,0.0403716072
323,0.1113783165
108,0.0707800835
423,0.0209720622
109,0.0591568872
167,0.0180654767
365,0.0000000000
110,0.0694851536
394,0.0050847489
113,0.0440904623
366,0.0490910581
215,0.0472142042
371,0.0434377828
380,0.0178232612
386,0.0000000000
440,0.0163385746
124,0.1516217081
450,0.0064127397
116,0.0314560897
272,0.0240446700
139,0.0397608602
177,0.0950493013
303,0.0090482274
146,0.0617475115
277,0.0247874471
347,0.0000000000
428,0.0057237714
125,0.0364517066
160,0.0039433229
187,0.0345365973
250,0.0092310488
421,0.0000000000
287,0.0186710407
304,0.0198263489
129,0.2007026701
132,0.0933578947
441,0.0000000000
130,0.0336789346
327,0.0702076157
225,0.0500889302
169,0.0213906066
473,0.0000000000
178,0.0177667711
308,0.0000000000
138,0.0492099702
140,0.0279782145
141,0.1066149730
223,0.0322262156
251,0.0560241483
406,0.0212538772
142,0.0567120187
325,0.0000000000
444,0.0000000000
143,0.0220608753
256,0.0313243073
355,0.0148300885
147,0.0318872245
306,0.0484319845
424,0.0079062044
190,0.0049520921
402,0.0116805544
151,0.0683188661
174,0.0086714841
396,0.0000000000
494,0.0000000000
153,0.0373652242
348,0.0000000000
296,0.0154238141
321,0.0743395397
237,0.0209268822
158,0.0660790103
229,0.0476683818
363,0.0000000000
286,0.0056369920
478,0.0326189505
163,0.0803767042
358,0.0000000000
166,0.0011834117
331,0.0683781162
292,0.0190503010
399,0.0000000000
232,0.0780645005
419,0.0036297011
173,0.1936217852
175,0.1347415130
290,0.0394145830
408,0.0000000000
429,0.0298745668
176,0.0462637929
338,0.0000000000
457,0.0000000000
401,0.0092812276
405,0.0025261397
412,0.0142390759
192,0.0198848620
198,0.0867660855
477,0.0000000000
199,0.1157149115
437,0.0000000000
263,0.0264700911
335,0.0400572605
398,0.0181333935
354,0.0334374570
400,0.0054714311
211,0.0938198614
212,0.0113725365
466,0.0178328742
219,0.0635585956
244,0.0000000000
222,0.0158797667
305,0.0000000000
238,0.0247563755
489,0.0000000000
391,0.0000000000
246,0.0453372975
461,0.0000000000
422,0.0270631846
455,0.0196705006
264,0.0000000000
254,0.0067919089
269,0.0121442260
261,0.0046533132
359,0.0000000000
426,0.0022825894
282,0.0411047466
393,0.0000000000
294,0.0413296282
435,0.0036136670
410,0.0018050048
443,0.0160864439
313,0.0411773125
392,0.0029284320
445,0.0051831958
387,0.0103977681
464,0.0000000000
433,0.0000000000
434,0.0284432444
463,0.0000000000
